0,-,False,-,-,-,False,-,-,False,-,False,False
1,-,False,-,-,-,False,-,-,False,-,False,False
2,-,False,-,-,-,False,-,-,False,-,False,False
3,-,False,-,-,-,False,-,-,False,-,False,False
4,-,False,-,-,-,False,-,-,False,-,False,False
5,-,False,-,-,-,False,-,-,False,-,False,False
6,-,False,-,-,-,False,-,-,False,-,False,False
7,-,False,-,-,-,False,-,-,False,-,False,False
8,-,False,-,-,-,False,-,-,False,-,False,False
9,-,False,-,-,-,False,-,-,False,-,False,False
10,-,False,-,-,-,False,-,-,False,-,False,False
11,-,False,-,-,-,False,-,-,False,-,False,False
12,-,False,-,-,-,False,-,-,False,-,False,False
13,-,False,-,-,-,False,-,-,False,-,False,False
14,-,False,-,-,-,False,-,-,False,-,False,False
15,-,False,-,-,-,False,-,-,False,-,False,False
16,-,False,-,-,-,False,-,-,False,-,False,False
17,-,False,-,-,-,False,-,-,False,-,False,False
18,-,True,-,-,-,True,-,-,False,-,False,False
19,-,True,-,-,-,True,-,-,False,-,False,False
20,-,True,-,-,-,True,-,-,False,-,False,False
21,-,True,-,-,-,True,-,-,False,-,False,False
22,-,True,-,-,-,True,-,-,False,-,False,False
23,-,True,-,-,-,True,-,-,False,-,False,False
24,-,True,-,-,-,True,-,-,False,-,False,False
25,-,True,-,-,-,True,-,-,False,-,False,False
26,-,True,-,-,-,True,-,-,False,-,False,False
27,-,True,-,-,-,True,-,-,False,-,False,False
28,-,True,-,-,-,False,-,-,False,-,False,False
29,-,True,-,-,-,False,-,-,False,-,False,False
30,-,True,-,-,-,False,-,-,False,-,False,False
31,-,True,-,-,-,False,-,-,False,-,False,False
32,-,True,-,-,-,False,-,-,False,-,False,False
33,-,True,-,-,-,False,-,-,False,-,False,False
34,-,True,-,-,-,False,-,-,False,-,False,False
35,-,True,-,-,-,False,-,-,False,-,False,False
36,-,True,-,-,-,False,-,-,False,-,False,False
37,-,True,-,-,-,False,-,-,False,-,False,False
38,-,True,-,-,-,False,-,-,True,-,False,False
39,-,True,-,-,-,False,-,-,True,-,False,False
40,-,True,-,-,-,False,-,-,True,-,True,False
41,-,True,-,-,-,False,-,-,True,-,True,False
42,-,True,-,-,-,False,-,-,True,-,True,False
43,-,True,-,-,-,False,-,-,True,-,True,False
44,-,True,-,-,-,False,-,-,True,-,True,False
45,-,True,-,-,-,False,-,-,True,-,True,False
46,-,True,-,-,-,False,-,-,False,-,True,False
47,-,True,-,-,-,False,-,-,True,-,True,False
48,-,True,-,-,-,False,-,-,False,-,False,False
49,-,True,-,-,-,False,-,-,False,-,True,False
50,-,True,-,-,-,False,-,-,False,-,False,False
51,-,True,-,-,-,False,-,-,False,-,False,False
52,-,True,-,-,-,False,-,-,False,-,False,False
53,-,True,-,-,-,False,-,-,False,-,False,False
54,-,True,-,-,-,False,-,-,False,-,False,False
55,-,True,-,-,-,False,-,-,False,-,False,False
56,-,True,-,-,-,False,-,-,False,-,False,False
57,-,True,-,-,-,False,-,-,False,-,False,False
58,-,True,-,-,-,False,-,-,False,-,False,False
59,-,True,-,-,-,False,-,-,False,-,False,False
60,-,True,-,-,-,False,-,-,False,-,False,False
61,-,True,-,-,-,False,-,-,False,-,False,False
62,-,True,-,-,-,False,-,-,False,-,False,False
63,-,True,-,-,-,False,-,-,False,-,False,False
64,-,True,-,-,-,False,-,-,False,-,False,False
65,-,True,-,-,-,False,-,-,False,-,False,False
66,-,True,-,-,-,False,-,-,False,-,False,False
67,-,True,-,-,-,False,-,-,False,-,False,False
68,-,True,-,-,-,False,-,-,False,-,False,False
69,-,True,-,-,-,False,-,-,False,-,False,False
70,-,True,-,-,-,False,-,-,False,-,False,False
71,-,True,-,-,-,False,-,-,False,-,False,False
72,-,True,-,-,-,False,-,-,False,-,False,False
73,-,True,-,-,-,False,-,-,False,-,False,False
74,-,True,-,-,-,False,-,-,False,-,False,False
75,-,True,-,-,-,False,-,-,False,-,False,False
76,-,True,-,-,-,False,-,-,False,-,False,False
77,-,True,-,-,-,False,-,-,False,-,False,False
78,-,True,-,-,-,False,-,-,False,-,False,False
79,-,True,-,-,-,False,-,-,False,-,False,False
80,-,True,-,-,-,False,-,-,False,-,False,False
81,-,True,-,-,-,False,-,-,False,-,False,False
82,-,True,-,-,-,False,-,-,False,-,False,False
83,-,True,-,-,-,False,-,-,False,-,False,False
84,-,True,-,-,-,False,-,-,False,-,False,False
85,-,True,-,-,-,False,-,-,False,-,False,False
86,-,True,-,-,-,False,-,-,False,-,False,False
87,-,True,-,-,-,False,-,-,False,-,False,False
88,-,True,-,-,-,False,-,-,False,-,False,False
89,-,True,-,-,-,False,-,-,False,-,False,False
90,-,True,-,-,-,False,-,-,False,-,False,False
91,-,True,-,-,-,False,-,-,False,-,False,False
92,-,True,-,-,-,False,-,-,False,-,False,False
93,-,True,-,-,-,False,-,-,False,-,False,False
94,-,True,-,-,-,False,-,-,False,-,False,False
95,-,True,-,-,-,False,-,-,False,-,False,False
96,-,True,-,-,-,False,-,-,False,-,False,False
97,-,True,-,-,-,False,-,-,False,-,False,False
98,-,True,-,-,-,False,-,-,False,-,False,False
99,-,True,-,-,-,False,-,-,False,-,False,False
100,-,True,-,-,-,False,-,-,False,-,False,False
101,-,True,-,-,-,False,-,-,False,-,False,False
102,-,True,-,-,-,False,-,-,False,-,False,False
103,-,True,-,-,-,False,-,-,False,-,False,False
104,-,True,-,-,-,False,-,-,False,-,False,False
105,-,True,-,-,-,False,-,-,False,-,False,False
106,-,True,-,-,-,False,-,-,False,-,False,False
107,-,True,-,-,-,False,-,-,False,-,False,False
108,-,True,-,-,-,False,-,-,False,-,False,False
109,-,True,-,-,-,False,-,-,False,-,False,False
110,-,True,-,-,-,False,-,-,False,-,False,False
111,-,True,-,-,-,False,-,-,False,-,False,False
112,-,False,-,-,-,False,-,-,False,-,False,False
