,Light1,Light2,Light3,Light4,Light5,Light6,Light7,Light8,Light9,Light10,Light11,Light12,Light13,Light14,Light15,Light16,Light17,Light18,Light19,Light20
Sensor1,0.030727851021912982,0.012170572959911582,0.0,0.0,0.12773095499743428,0.024185582660079058,0.0010810089012307784,0.0,0.0037186086399011997,0.002347659484763491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor2,0.0027117222272745856,0.030727851021912982,0.009926541395991846,0.0,0.004143032811857502,0.12773095499743428,0.018101447528457455,0.0010810089012307784,0.0,0.0037186086399011997,0.0021074289937913163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor3,0.0,0.002466834252893699,0.03267828716582518,0.010743045312968148,0.0,0.0035934499929405226,0.14633089844839295,0.020338084995069377,0.0,0.0,0.003829865249578584,0.002227632648768838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor4,0.004589633132596726,0.002828771001843067,0.0,0.0,0.16658114676161367,0.027896762339860062,0.0011265627717933814,0.0,0.022279628646347208,0.010011512717178568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor5,0.0011669154064773827,0.004589633132596726,0.002538093698829572,0.0,0.004408454217828631,0.16658114676161367,0.01972631649467866,0.0011265627717933814,0.002448387730854724,0.022279628646347208,0.008811808687712738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor6,0.0,0.0010635477987843282,0.00467782544524778,0.0026832930384729525,0.0,0.003829865249578584,0.1880577139343445,0.023504505075053472,0.0,0.002227632648768838,0.023504505075053472,0.00929337902029684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037186086399011997,0.002347659484763491,0.0,0.0,0.16658114676161367,0.027896762339860062,0.0011265627717933814,0.0,0.022279628646347208,0.010011512717178568,0.0,0.0
Sensor8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037186086399011997,0.0021074289937913163,0.0,0.004408454217828631,0.16658114676161367,0.01972631649467866,0.0011265627717933814,0.002448387730854724,0.022279628646347208,0.008811808687712738,0.0
Sensor9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003829865249578584,0.002227632648768838,0.0,0.003829865249578584,0.1880577139343445,0.023504505075053472,0.0,0.002227632648768838,0.023504505075053472,0.00929337902029684
Sensor10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01653317277366279,0.00871505558952525,0.0,0.0,0.20066134665748284,0.030727851021912982,0.0011601041717048048,0.0
Sensor11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021846392651908944,0.01653317277366279,0.007115035735130047,0.0,0.004606704005639011,0.20066134665748284,0.02191284720595591,0.0011601041717048048
Sensor12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019876742554655546,0.01736897396977534,0.007905137167987243,0.0,0.004006260540792338,0.2246649278769449,0.025492388949569483
